address,addressar,areaar,areaen,bgcolorcode,curriculumar,curriculumen,educationcenterid,educationcenter_typeid,email,establishedon,fax,hepqualityassurancear,hepqualityassuranceen,imagelargeurl,imagemedsmallurl,imagesmallurl,imagethumburl,inspectionreportpdflinken,inspectionyear,lat,long,mobile,name_ar,name_eng,overallperformancear,overallperformanceen,pobox,studentcount,telephone,web_address,load_timestamp
319-101,319-101,عود ميثاء,OUD METHA,#f9db01,هندي,Indian,81,1,indiansc@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/81L.jpg,https://www.khda.gov.ae/SchoolImage/81MS.jpg,https://www.khda.gov.ae/SchoolImage/81S.jpg,https://www.khda.gov.ae/SchoolImage/81T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109165,2023-2024,25.24,55.32,,المدرسة الهندية الثانوية,The Indian High School,جيد جدا,Very good,106,,97143358851,https://ihsom.ihsdubai.org/  ,01:09.0
394-5912,394-5912,السهول,Meadows,#f9db01,بكالوريا دولية - بكالوريا دولية (13 سنة),International Baccalaureate - International Baccalaureate (1,133,1,principalmeadows@eischools.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/133L.jpg,https://www.khda.gov.ae/SchoolImage/133MS.jpg,https://www.khda.gov.ae/SchoolImage/133S.jpg,https://www.khda.gov.ae/SchoolImage/133T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111134,2023-2024,25.06,55.16,,مدرسة الأمارات الدولية ميدوز,EMIRATES INTERNATIONAL SCHOOL MEADOWS,جيد جدا,Very good,120118,,43629009,www.eischools.ae,01:09.0
,,أبو هيل,ABU HAIL,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,502201,1,reem.hesein@charityschools.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/502201L.jpg,https://www.khda.gov.ae/SchoolImage/502201MS.jpg,https://www.khda.gov.ae/SchoolImage/502201S.jpg,https://www.khda.gov.ae/SchoolImage/502201T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109178,2023-2024,0,0,,national charity school primary,national charity school primary,مقبول,Acceptable,,,97143897600,www.charityschools.com,01:09.0
GEMS FOUNDERS SCHOOL NAD AL HAMAR,,ند الحمر,NADD AL HAMAR,,بريطاني,UK,506557,1,sco_gfs@gemsedu.com,,,,,https://www.khda.gov.ae/SchoolImage/506557L.jpg,https://www.khda.gov.ae/SchoolImage/506557MS.jpg,https://www.khda.gov.ae/SchoolImage/506557S.jpg,https://www.khda.gov.ae/SchoolImage/506557T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.19,55.38,,مدرسة جيمس فاوندرز- ند الحمر,GEMS FOUNDERS SCHOOL NAD AL HAMAR (Br of FZEGEMS WELLINGTON ACADEMY) - DUBAI BRANCH,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,gemsfoundersschool-nadalhamar.com,01:09.0
,,المرابع العربية,Arabian Ranches,,بريطاني,UK,505058,1,awilliamson@taaleem.ae,,,,,https://www.khda.gov.ae/SchoolImage/505058L.jpg,https://www.khda.gov.ae/SchoolImage/505058MS.jpg,https://www.khda.gov.ae/SchoolImage/505058S.jpg,https://www.khda.gov.ae/SchoolImage/505058T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.19,55.25,,مدرسة دبي البريطانية ميرا (فرع من تعليم للإدارة (ش.ذ.م.م)),DUBAI BRITISH SCHOOL MIRA (BR OF TAALEEM MANAGEMENT (L L C)),لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
Al Qouz 4,القوز 4,القوز الرابعة,AL QOUZ FOURTH,#24a5e5,بريطاني - هندي,UK - Indian,1247,1,admin@springdalesdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1247L.jpg,https://www.khda.gov.ae/SchoolImage/1247MS.jpg,https://www.khda.gov.ae/SchoolImage/1247S.jpg,https://www.khda.gov.ae/SchoolImage/1247T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=108957,2023-2024,25.15,55.25,,مدرسة سبرينجديلز ش.ذ.م.م,Springdales School L.L.C,جيد,Good,PO Box 115930,,97143381311,www.springdalesdubai.com,01:09.0
245-701,245-701,محيصنة الأولى,MUHAISNAH FIRST,#c2c5cb,فلبيني,Philippine,35,1,uipsprincipal@uips.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/35L.jpg,https://www.khda.gov.ae/SchoolImage/35MS.jpg,https://www.khda.gov.ae/SchoolImage/35S.jpg,https://www.khda.gov.ae/SchoolImage/35T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111787,2023-2024,25.28,55.41,,مدرسة يونايتد انترناشيونال الخاصة ش.ذ.م.م,United International Private School L.L.C,مقبول,Acceptable,60817,,42543888,www.uips.ae,01:09.0
6821483,,مدينة دبي الرياضية,Dubai Sports City,,بريطاني - بريطاني* - بريطاني/BTEC,UK - UK* - UK/BTEC,506059,1,dakshsinghal234@gmail.com,,,,,https://www.khda.gov.ae/SchoolImage/506059L.jpg,https://www.khda.gov.ae/SchoolImage/506059MS.jpg,https://www.khda.gov.ae/SchoolImage/506059S.jpg,https://www.khda.gov.ae/SchoolImage/506059T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.11,55.16,,مدرسة كوين اليزابيث ذ.م.م,Queen Elizabeth's School L.L.C,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
233-143,233-143,القصيص الأولى,AL QUSAIS FIRST,#c2c5cb,بريطاني,UK,68,1,principal@alsadiqschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/68L.jpg,https://www.khda.gov.ae/SchoolImage/68MS.jpg,https://www.khda.gov.ae/SchoolImage/68S.jpg,https://www.khda.gov.ae/SchoolImage/68T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109751,2023-2024,25.27,55.39,,مدرسة الصادق الاسلامية الانجليزية ش.ذ.م.م,Al Sadiq Islamic English School,مقبول,Acceptable,16196,,97142634083,www.alsadiqschool.com/,01:09.0
261-1175,261-1175,محيصنة الأولى,MUHAISNAH FIRST,#c2c5cb,هندي,Indian,87,1,admin@budsdxb.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/87L.jpg,https://www.khda.gov.ae/SchoolImage/87MS.jpg,https://www.khda.gov.ae/SchoolImage/87S.jpg,https://www.khda.gov.ae/SchoolImage/87T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109150,2023-2024,25.24,55.41,,مدرسة البراعم العامة,Buds Public School,مقبول,Acceptable,12861,,42888143,www.bpsdubai.ae,01:09.0
232-260,232-260,القصيص الأولى,AL QUSAIS FIRST,#f9db01,هندي,Indian,91,1,ambika.g_tms@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/91L.jpg,https://www.khda.gov.ae/SchoolImage/91MS.jpg,https://www.khda.gov.ae/SchoolImage/91S.jpg,https://www.khda.gov.ae/SchoolImage/91T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109842,2023-2024,25.29,55.37,,مدرسة الالفية - فرع دبي,The Millenium School,جيد جدا,Very good,32446,,97142988567,https://www.themillenniumschool-dubai.com/,01:09.0
421-701, 421-701,الورقاء الأولى,AL WARQA FIRST,#c2c5cb,أمريكي,American,141,1,principal@ias-dubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/141L.jpg,https://www.khda.gov.ae/SchoolImage/141MS.jpg,https://www.khda.gov.ae/SchoolImage/141S.jpg,https://www.khda.gov.ae/SchoolImage/141T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114139,2023-2024,25.19,55.4,,المدرسة الاكاديمية الدولية,International Academic School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,262,,42800993,www.iasdubai.com,01:09.0
,,القوز الأولى,AL QOUZ FIRST,#24a5e5,هندي,Indian,152540,1,giis.dubai@globalindianschool.,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152540L.jpg,https://www.khda.gov.ae/SchoolImage/152540MS.jpg,https://www.khda.gov.ae/SchoolImage/152540S.jpg,https://www.khda.gov.ae/SchoolImage/152540T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109953,2023-2024,25.17,55.26,,مدرسة جلوبال انديان انترناشيونال ش.ذ.م.م,Global Indian International School L.L.C,جيد,Good,,,,www.globalindianschool.org,01:09.0
Taaleem,,جميرا الثانية,JUMEIRA SECOND,,بريطاني,UK,504739,1, admissions@dubaibritishschool,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/504739L.jpg,https://www.khda.gov.ae/SchoolImage/504739MS.jpg,https://www.khda.gov.ae/SchoolImage/504739S.jpg,https://www.khda.gov.ae/SchoolImage/504739T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,55.25,25.19,,مدرسة دبي البريطانية جميرا,Dubai British School Jumeira,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
6310107,6310107,الخيل,Al Khail,#f9db01,بريطاني,UK,1458,1,Principal_wek@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1458L.jpg,https://www.khda.gov.ae/SchoolImage/1458MS.jpg,https://www.khda.gov.ae/SchoolImage/1458S.jpg,https://www.khda.gov.ae/SchoolImage/1458T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114093,2023-2024,25.12,55.25,,أكاديمية جيمس ولينغتون الخيل ذ.م.م,GEMS Wellington Academy Al Khail L.L.C,جيد جدا,Very good,391922,,45129100,www.gemswellingtonacademy-alkhail.com,01:09.0
"Amity School, Plot # 232-0567",,القصيص الأولى,AL QUSAIS FIRST,#24a5e5,هندي,Indian,152457,1,principal@amitydubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152457L.jpg,https://www.khda.gov.ae/SchoolImage/152457MS.jpg,https://www.khda.gov.ae/SchoolImage/152457S.jpg,https://www.khda.gov.ae/SchoolImage/152457T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109211,2023-2024,25.28,55.37,,مدرسة اميتي ش.ذ.م.م,Amity School L.L.C,جيد,Good,236033,,42041000,www.amityschooldubai.com,01:09.0
353-340,353-340,الصفا الأولى,AL SAFA FIRST,#10b078,بريطاني,UK,71,1,principal_jcd@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/71L.jpg,https://www.khda.gov.ae/SchoolImage/71MS.jpg,https://www.khda.gov.ae/SchoolImage/71S.jpg,https://www.khda.gov.ae/SchoolImage/71T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111324,2023-2024,25.18,55.24,,كلية جميرا - فرع دبي,Jumeirah College,متميز,Outstanding,74856,,97143955524,www.gemsjc.com,01:09.0
261-1073,261-1073 ,محيصنة الأولى,MUHAISNAH FIRST,#c2c5cb,أمريكي,American,140,1,principal@dubai-sms.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/140L.jpg,https://www.khda.gov.ae/SchoolImage/140MS.jpg,https://www.khda.gov.ae/SchoolImage/140S.jpg,https://www.khda.gov.ae/SchoolImage/140T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114538,2023-2024,25.24,55.42,,مدرسة المهارات الحديثة,SCHOOL OF MODERN SKILLS,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,57475,,42887765,www.dubai-sms.com,01:09.0
616-4745-01,616-4745-01,ند الشبا الثالثة,NADD AL SHIBA THIRD,#10b078,بريطاني/بكالوريا دولية,UK/IB,145,1,principal@reptondubai.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/145L.jpg,https://www.khda.gov.ae/SchoolImage/145MS.jpg,https://www.khda.gov.ae/SchoolImage/145S.jpg,https://www.khda.gov.ae/SchoolImage/145T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114142,2023-2024,25.15,55.38,,مدرسة ريبتون,Repton School,متميز,Outstanding,300331,, 800 REPTON (737866),www.reptondubai.org,01:09.0
Vernus International Primary School,,واحة دبي للسليكون,Dubai Silicon Oasis,#c2c5cb,أمريكي,American,151831,1, info@visdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/151831L.jpg,https://www.khda.gov.ae/SchoolImage/151831MS.jpg,https://www.khda.gov.ae/SchoolImage/151831S.jpg,https://www.khda.gov.ae/SchoolImage/151831T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113644,2023-2024,25.12,55.4,,مدرسة فيرنوس الابتدائية الدولية - ش م ح,Vernus International Primary School - FZCO,مقبول,Acceptable,,,97143208000,www.visdubai.com,01:09.0
3180451,3180451,الكرامة,AL KARAMA,#24a5e5,وزارة التربية والتعليم,Ministry of Education,37,1,kh.almulla@dubaipolice.gov.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/37L.jpg,https://www.khda.gov.ae/SchoolImage/37MS.jpg,https://www.khda.gov.ae/SchoolImage/37S.jpg,https://www.khda.gov.ae/SchoolImage/37T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113354,2023-2024,25.29,55.34,,روضة حماية للتربية و التعليم – الكرامة,Himayah Kindergarten For Education- Karama,جيد,Good,215444,,97145070444,www.dubaipolice.gov.ae,01:09.0
1,,ند الشبا الأولى,NADD AL SHIBA FIRST,,بريطاني,UK,505505,1,info@rls.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/505505L.jpg,https://www.khda.gov.ae/SchoolImage/505505MS.jpg,https://www.khda.gov.ae/SchoolImage/505505S.jpg,https://www.khda.gov.ae/SchoolImage/505505T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,25.15,55.31,,مدرسة راشد ولطيفة,Rashid and Latifa School,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
362-307,362-307,أم سقيم الثالثة,UMM SUQEIM THIRD,#24a5e5,أمريكي - بكالوريا دولية,American - International Baccalaureate,643,1,head@casdubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/643L.jpg,https://www.khda.gov.ae/SchoolImage/643MS.jpg,https://www.khda.gov.ae/SchoolImage/643S.jpg,https://www.khda.gov.ae/SchoolImage/643T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111633,2023-2024,25.15,55.21,,مدرسة كوليجيت انترناشيونال,Collegiate International School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,118111,,97144271400,,01:09.0
The Arbor School,,الفرجان,Al Furjan,#24a5e5,بريطاني,UK,151915,1,hr@thearborschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/151915L.jpg,https://www.khda.gov.ae/SchoolImage/151915MS.jpg,https://www.khda.gov.ae/SchoolImage/151915S.jpg,https://www.khda.gov.ae/SchoolImage/151915T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113493,2023-2024,25.02,55.14,,مدرسة ذي اربور ش.ذ.م.م,The Arbor School L.L.C,جيد,Good,,,97145814100,www.thearborschool.ae,01:09.0
Wadi Al Safa 4,,وادي الصفا 2,Wadi Al Safa 2,,بريطاني,UK,506257,1,info@vhprimarycoa.ae,,,,,https://www.khda.gov.ae/SchoolImage/506257L.jpg,https://www.khda.gov.ae/SchoolImage/506257MS.jpg,https://www.khda.gov.ae/SchoolImage/506257S.jpg,https://www.khda.gov.ae/SchoolImage/506257T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,2774895,499201,,ش.ذ.م.م مدرسة فيكتوري هايتس الابتدائية سيتي اوف اريبيا,Victory Heights Primary School City of Arabia LLC,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,850,,,01:09.0
Dubai,دبـــي,مردف,MIRDIF,#24a5e5,صينى,Chinese,501256,1,info@csd.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/501256L.jpg,https://www.khda.gov.ae/SchoolImage/501256MS.jpg,https://www.khda.gov.ae/SchoolImage/501256S.jpg,https://www.khda.gov.ae/SchoolImage/501256T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114021,2023-2024,25.23,55.43,,المدرسة الصينية دبي,Chinese School Dubai,جيد,Good,9374,,97142202275,www.csd.ae,01:09.0
423-2673,423-2673,الورقاء الأولى,AL WARQA FIRST,#f9db01,هندي,Indian,77,1,principal_ood@gemsedu.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/77L.jpg,https://www.khda.gov.ae/SchoolImage/77MS.jpg,https://www.khda.gov.ae/SchoolImage/77S.jpg,https://www.khda.gov.ae/SchoolImage/77T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109818,2023-2024,25.19,55.43,,جيمس مدرستنا الثانوية الانجليزية,GEMS Our Own English High School,جيد جدا,Very good,3004,,97142361335,www.gemsoo-dubai.com,01:09.0
245-0704,245-0704,محيصنة الرابعة,MUHAISANAH FOURTH,#24a5e5,بريطاني,UK,46,1,oxfordsc@emirates.net.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/46L.jpg,https://www.khda.gov.ae/SchoolImage/46MS.jpg,https://www.khda.gov.ae/SchoolImage/46S.jpg,https://www.khda.gov.ae/SchoolImage/46T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=112289,2023-2024,25.28,55.4,,مدرسة اكسفورد,Oxford School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,33930,,42543666,www.oxford.sch.ae,01:09.0
394-4046,394-4046,تلال الإمارات,Emirates Hills,#10b078,بريطاني,UK,134,1,principal@dubaibritishschool.a,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/134L.jpg,https://www.khda.gov.ae/SchoolImage/134MS.jpg,https://www.khda.gov.ae/SchoolImage/134S.jpg,https://www.khda.gov.ae/SchoolImage/134T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110946,2023-2024,25.06,55.17,,مدرسة دبي البريطانية,Dubai British School,متميز,Outstanding,37828,,97143619361,www.dubaibritishschool.ae,01:09.0
598-1016,598-1016,مجمع دبي للاستثمار الأول,DUBAI INVESTMENT PARK FIRST,#c2c5cb,سابيس (بريطاني/ أمريكي),SABIS (UK/US),872,1,sghandour@iscdip.sabis.net,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/872L.jpg,https://www.khda.gov.ae/SchoolImage/872MS.jpg,https://www.khda.gov.ae/SchoolImage/872S.jpg,https://www.khda.gov.ae/SchoolImage/872T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113139,2023-2024,24.98,55.16,,مدرسة الشويفات الدولية (فرع),The International School of Choueifat (Branch),مقبول,Acceptable,21935,,48847884,https://iscdip.sabis.net/,01:09.0
Ignite School ,,الورقاء الثالثة,AL WARQA THIRD,#c2c5cb,أمريكي,American,152884,1,director@igniteschool.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/152884L.jpg,https://www.khda.gov.ae/SchoolImage/152884MS.jpg,https://www.khda.gov.ae/SchoolImage/152884S.jpg,https://www.khda.gov.ae/SchoolImage/152884T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114090,2023-2024,25.19,55.41,,مدرسة اجنايت ش.ذ.م.م,Ignite School L.L.C,مقبول,Acceptable,,,42110771,www.igniteschool.ae,01:09.0
319-111,319-111,عود ميثاء,OUD METHA,#24a5e5,بريطاني,UK,65,1,principal@dubaigem.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/65L.jpg,https://www.khda.gov.ae/SchoolImage/65MS.jpg,https://www.khda.gov.ae/SchoolImage/65S.jpg,https://www.khda.gov.ae/SchoolImage/65T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=113190,2023-2024,25.24,55.32,,مدرسة جواهر دبي الخاصة,Dubai Gem Private School,جيد,Good,989,,97143376661,www.dubaigem.ae,01:09.0
Clarion School,,القوز الأولى,AL QOUZ FIRST,#24a5e5,أمريكي,American,15083,1,principal@clarionschool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/15083L.jpg,https://www.khda.gov.ae/SchoolImage/15083MS.jpg,https://www.khda.gov.ae/SchoolImage/15083S.jpg,https://www.khda.gov.ae/SchoolImage/15083T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114374,2023-2024,25.17,55.26,,مدرسة كلارين ش.ذ.م.م,Clarion School L.L.C,جيد,Good,,,97144073000,www.clarionschooldubai.com,01:09.0
245-734,245-734,محيصنة الأولى,MUHAISNAH FIRST,#24a5e5,أمريكي - بكالوريا دولية,American - International Baccalaureate,135,1,pps.principal@ppsdubai.org,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/135L.jpg,https://www.khda.gov.ae/SchoolImage/135MS.jpg,https://www.khda.gov.ae/SchoolImage/135S.jpg,https://www.khda.gov.ae/SchoolImage/135T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110325,2023-2024,25.28,55.4,,مدرسة فيلادلفيا الخاصة,Philadelphia Private School,جيد,Good,185020,,97142646202,www.ppsdubai.org,01:09.0
376-2343,376-2343,البرشاء الثانية,AL BARSHA SECOND,#24a5e5,أمريكي,American,20,1,micheline.eid@almawakeb.sch.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/20L.jpg,https://www.khda.gov.ae/SchoolImage/20MS.jpg,https://www.khda.gov.ae/SchoolImage/20S.jpg,https://www.khda.gov.ae/SchoolImage/20T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=110935,2023-2024,25.1,55.2,,مدرسة المواكب البرشاء ذ.م.م,Al Mawakeb School Al Barsha L.L.C,جيد,Good,35001,,97143478288,www.almawakeb.sch.ae,01:09.0
3180130,,الكرامة,AL KARAMA,#c2c5cb,وزارة التربية والتعليم,Ministry of Education,500572,1,college@dubaipolice.gov.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500572L.jpg,https://www.khda.gov.ae/SchoolImage/500572MS.jpg,https://www.khda.gov.ae/SchoolImage/500572S.jpg,https://www.khda.gov.ae/SchoolImage/500572T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114328,2023-2024,25.25,55.31,,مدارس حماية للتربية والتعليم بنات - الكرامة,Himayah School For Education Girls - Al Karama,مقبول,Acceptable,215444,,97143482255,www.dubaipolice.gov.ae,01:09.0
CARNATION EDUCATION - Plot Number 618,,الميدان,Meydan City,,بريطاني,UK,506012,1,hatem.mohamed@aldareducation.c,,,,,https://www.khda.gov.ae/SchoolImage/506012L.jpg,https://www.khda.gov.ae/SchoolImage/506012MS.jpg,https://www.khda.gov.ae/SchoolImage/506012S.jpg,https://www.khda.gov.ae/SchoolImage/506012T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=,,55.36,25.12,,مدرسة رجبي,Rugby School L.L.C-FZ,لم تخضع بعد لتقييم الرقابة,Not inspected yet,,,,,01:09.0
AIA Dubai Building,,القوز الثانية,AL QOUZ SECOND,#24a5e5,بكالوريا دولية - بريطاني* - بريطاني/بكالوريا دولية,International Baccalaureate - UK* - UK/IB,500721,1,principalaia@aiadubai.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/500721L.jpg,https://www.khda.gov.ae/SchoolImage/500721MS.jpg,https://www.khda.gov.ae/SchoolImage/500721S.jpg,https://www.khda.gov.ae/SchoolImage/500721T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114007,2023-2024,25.14,55.25,,اكاديمية امباسادور الدولية ذ.م.م,Ambassador International Academy L.L.C,جيد,Good,,,45806999,www.aiadubai.com,01:09.0
251-4357,251-4357,مردف,MIRDIF,#24a5e5,بريطاني,UK,346,1,principal@starmirdif.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/346L.jpg,https://www.khda.gov.ae/SchoolImage/346MS.jpg,https://www.khda.gov.ae/SchoolImage/346S.jpg,https://www.khda.gov.ae/SchoolImage/346T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=111174,2023-2024,25.22,55.42,,مدرسة ستار الدولية (فرع),Star International School (Branch),جيد,Good,90848,,97142884644,www.starmirdifschool.com/,01:09.0
317-278,317-278,منخول,MANKHOOL,#f9db01,هندي,Indian,401,1,principalasd@ambassadorschool.,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/401L.jpg,https://www.khda.gov.ae/SchoolImage/401MS.jpg,https://www.khda.gov.ae/SchoolImage/401S.jpg,https://www.khda.gov.ae/SchoolImage/401T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109356,2023-2024,25.25,55.29,,مدرسة امباسادور,Ambassador School,جيد جدا,Very good,126924,,97143983535,www.ambassadorschool.com,01:09.0
,,ند الشبا الرابعة,NADD AL SHIBA FOURTH,#c2c5cb,أمريكي,American,503338,1,principal@dubaischools-nas.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/503338L.jpg,https://www.khda.gov.ae/SchoolImage/503338MS.jpg,https://www.khda.gov.ae/SchoolImage/503338S.jpg,https://www.khda.gov.ae/SchoolImage/503338T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=115688,2024-2025,25.14,55.37,,شركة مدارس دبي ند الشبا ش.ذ.م.م,Dubai Schools Corporation Nad AlShiba L.L.C,مقبول,Acceptable,,,43294610,www.dubaischools-nas.ae,01:09.0
2320266,2320266,القصيص الأولى,AL QUSAIS FIRST,#c2c5cb,هندي,Indian,1687,1,principal@woodlemdubai.ae,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/1687L.jpg,https://www.khda.gov.ae/SchoolImage/1687MS.jpg,https://www.khda.gov.ae/SchoolImage/1687S.jpg,https://www.khda.gov.ae/SchoolImage/1687T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=109132,2023-2024,25.28,55.37,,مدرسة وودلم بارك ش.ذ.م.م,Woodlem Park School L.L.C,مقبول,Acceptable,500000,,42040900,www.woodlemdubai.ae,01:09.0
214-0289,214-0289,القرهود,AL GARHOUD,#c2c5cb,أمريكي,American,25,1,superintendent@dischool.com,00:00.0,,,,https://www.khda.gov.ae/SchoolImage/25L.jpg,https://www.khda.gov.ae/SchoolImage/25MS.jpg,https://www.khda.gov.ae/SchoolImage/25S.jpg,https://www.khda.gov.ae/SchoolImage/25T.jpg,http://www.khda.gov.ae/DISB/AttachmentDownload.aspx?DOC_ID=114132,2023-2024,25.25,55.34,,مدرسة دبي الدولية الخاصة,Dubai International Private School,لم تخضع للتقييم نظراً لجائحة كوفيد 19,Not inspected due to COVID 19,15495,,42823524,https://www.dipschool.ae/,01:09.0
