id,name,emirate,curriculum,language_of_instruction,year_founded,government_rating,parent_reviews_count,annual_fees_aed,location_address,contact,website_listing_url,photo_url
294,Manor Hall International School,Al Ain,American,English,2007,Good (ADEK),4,31100,Falaj Hazza,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6505/manor-hall/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
295,"Oasis International School, Al Ain",Al Ain,"Indian, CBSE",Hindi/English,1988,Good (ADEK),4,9320,"Al Ameriya, Al Jimi",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113541/oasis-international-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
296,Abdullah Bin Zubair Private School,Al Ain,"UK EYFS, British",English,2012,Acceptable (ADEK),3,35125,"54th st., Al Maqam",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113534/abdullah-bin-zubair-private-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
297,Al Ain Juniors School,Al Ain,"Indian, CBSE, British","Hindi/English, English",1989,Good (ADEK),3,12870,Falaj Hazzaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/963/al-ain-juniors-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
298,Al Sanawbar School,Al Ain,American,English,1983,Good (ADEK),3,20730,Al Muwaij'i,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/988/al-sanawbar-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
299,Garden City British School,Al Ain,"UK EYFS, British",English,2009,Good (ADEK),3,26865,Behind Falaj Hazza police station,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/garden-city-british-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
300,Global English School,Al Ain,"UK EYFS, IGCSE, British",English,1982,Acceptable (ADEK),3,17105,Al Muwaij'i,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6493/global-english-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
301,"New Indian Model School, Al Ain",Al Ain,CBSE,Hindi/English,1994,Acceptable (ADEK),3,7404,16th St - Falaj Hazzaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1023/new-indian-model-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
302,Al Adhwa Private School,Al Ain,"MOE, American","Arabic/English, English",1994,Good (ADEK),2,15850,Falaj Hazaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6438/al-adhwa-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
303,"Al Ittihad National Private School, Al Ain",Al Ain,American,English,2004,Good (ADEK),2,27345,Falaj Hazaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/984/al-ittihad-national-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
304,"Emirates Private School, Al Ain",Al Ain,"MOE, British","Arabic/English, English",1982,Good (ADEK),2,9665,Khalid Bin Sultan St - Al Muwaij'i,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1004/emirates-private-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
305,Excel International School,Al Ain,IGCSE,English,2008,Good (ADEK),2,23985,Falaj Hazzaa,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6528/zakher-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
306,Future International Private School,Al Ain,American,English,2004,Good (ADEK),2,20380,Al Salam St,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/6491/future-international-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
307,"GEMS Our Own English High School, Al Ain",Al Ain,CBSE,Hindi/English,1992,Good (ADEK),2,12685,Al Manazir,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/1030/our-own-english-high-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
308,Grace Valley Indian School,Al Ain,CBSE,Hindi/English,2011,Good (ADEK),2,8795,Falaj Hazza,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113538/grace-valley-indian-school-al-ain-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
309,Indian School Al Ain,Al Ain,CBSE,Hindi/English,1977,Good (ADEK),2,7880,"28 Street, Al Muwaiji",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/20928/indian-school-al-ain/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
310,GEMS Winchester School Fujairah,Fujairah,"MOE, British","Arabic/English, English",2016,Not rated / no public inspection report,6,29742,Al Qasar Rd - Al Sharia,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/gems-winchester-school-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
311,Our Own English High School Fujairah,Fujairah,"IGCSE, CBSE","English, Hindi/English",1988,Not rated / no public inspection report,4,9025,"Al Faseel, School Area",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113002/our-own-english-high-school-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
312,English School of Kalba,Fujairah,"IGCSE, British",English,2002,Not rated / no public inspection report,3,15950,Kalba,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113010/english-school-of-kalba-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
313,Fujairah Academy,Fujairah,"GCSE, British",English,1982,Not rated / no public inspection report,2,Not listed,Academic area Near City Centre,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/76707/fujairah-academy/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
314,St Mary's School Fujairah,Fujairah,"CBSE, British","Hindi/English, English",2002,Not rated / no public inspection report,2,8350,Sakamkam,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113044/st-marys-school-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
315,Diyar Private Academy,Fujairah,"MOE, Arabic, American","Arabic/English, Arabic, English",2013,Not rated / no public inspection report,1,20500,Al Sharia Sikamkam,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/133018/diyar-international-private-school/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
316,Eminence Private School,Fujairah,CBSE,Hindi/English,2020,Not rated / no public inspection report,1,10250,Sakamkam,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/eminence-private-school-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
317,Indian School Fujairah,Fujairah,CBSE,Hindi/English,1980,Not rated / no public inspection report,1,3600,Al Faseel Rd(E99),Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/112998/indian-school-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
318,Institute of Applied Technology Fujairah,Fujairah,British,English,2005,Not rated / no public inspection report,1,Not listed,Fujairah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113001/institute-of-applied-technology-fujairah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
319,Modern Indian School Dibba,Fujairah,CBSE,Hindi/English,1982,Not rated / no public inspection report,1,5253,Diba,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113040/modern-indian-school-dibba-fujairah-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
320,The WellSpring Private School,RAK,American,English,2015,Not rated / no public inspection report,11,29500,34B Street,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113726/the-wellspring-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
321,Scholars Indian School RAK,RAK,CBSE,Hindi/English,1999,Not rated / no public inspection report,13,6625,149 Al Shifa St - Al Seer,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113734/scholars-indian-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
322,Alpha Private School,RAK,CBSE,Hindi/English,2005,Not rated / no public inspection report,5,Not listed,"Seih Al Uraibi, Al Nakheel",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113727/alpha-international-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
323,RAK Academy,RAK,"IGCSE, IB, British",English,1975,Not rated / no public inspection report,5,26750,"Corniche Rd, Dafan Al Khor",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/784/rak-academy/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
324,Indian Public High School,RAK,CBSE,Hindi/English,1986,Not rated / no public inspection report,3,Not listed,Sultan Al Kabeer Rd W - Seih Al Hudaibah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/934/indian-public-school-rak/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
325,Bangladesh Islamia School RAK,RAK,Not specified,Not specified,Not listed,Not rated / no public inspection report,1,Not listed,"Rams Road, Julfar, Al Sharishah",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113788/bangladesh-islamia-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
326,Emirates National School RAK,RAK,IB,English,2015,Not rated / no public inspection report,1,23150,Near Al Maarif Street,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113713/emirates-national-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
327,"GEMS Westminster School, Ras Al Khaimah",RAK,"IGCSE, British",English,2013,Not rated / no public inspection report,1,17089,Seih Al Uraibi,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/82097/gems-westminster-school-ras-al-khaimah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
328,Harvest Private School,RAK,GCSE,English,1994,Not rated / no public inspection report,1,13725,Al Dhait South,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113739/al-rashad-british-private-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
329,Ideal English School,RAK,CBSE,Hindi/English,Not listed,Not rated / no public inspection report,1,Not listed,Al Mamourah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113789/ideal-english-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
330,Indian School Ras Al Khaimah,RAK,CBSE,Hindi/English,1977,Not rated / no public inspection report,1,Not listed,Al Muntasir Rd - Al Mamourah,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/939/indian-school-ras-al-khaimah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
331,RAK Academy BSK,RAK,"UK EYFS, NCfE, British",English,1975,Not rated / no public inspection report,1,29500,Dafan Al Khor,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113715/rak-academy-british-curriculum-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
332,RAK Academy International Primary School (IPK),RAK,IB,English,Not listed,Not rated / no public inspection report,1,24500,Dafan Al Khor,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113716/rak-academy-ipk-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
333,RAK Academy International Secondary School (ISK),RAK,"IGCSE, IB, British",English,1975,Not rated / no public inspection report,1,40125,Dafan Al Khor,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113717/rak-academy-secondary-school-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
334,Ras Al Khaimah American Academy,RAK,American,English,2008,Not rated / no public inspection report,1,30823,"Sheikh Saqr Bin Khalid Road, Seih Al Uraibi",Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/ras-al-khaimah-american-academy-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
335,The Applied Technology High School - RAK - Boys,RAK,Not specified,Not specified,2005,Not rated / no public inspection report,1,Not listed,Airport Road,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/113714/institute-of-applied-technology-rak-uae/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
336,"The International School of Choueifat, Ras Al Khaimah",RAK,SABIS,English,1986,Not rated / no public inspection report,1,Not listed,Al Dhait North,Not published in directory listing (use website/listing link to inquire),https://www.edarabia.com/923/choueifat-school-ras-al-khaimah/,Not embedded — see Notes; use website_listing_url to view school photos on Edarabia
